product_name,price_old [PLN],price_netto [PLN],new_price [PLN],package_weight [KG]
Kawa ziarnista Italcaffe Espresso Italiano Gran Crema,87.99,57.2323,70.39,1.0
Kawa ziarnista Italcaffe Espresso Italiano Espresso 100% Arabica,89.99,58.5323,71.99,1.0
Kawa ziarnista Italcaffe Espresso Italiano Prestige Bar,99.99,65.0323,79.99,1.0
Kawa ziarnista Italcaffe Espresso Italiano Aroma Espresso,57.99,37.7223,46.39,1.0
Kawa ziarnista Italcaffe Espresso Italiano Aroma Bar,64.99,42.2723,51.99,1.0
Kawa ziarnista Italcaffe Espresso Italiano Gran Gusto,74.99,48.7723,59.99,1.0
Kawa ziarnista Tchibo Exclusive Medium Roast,54.99,39.0223,47.99,1.0
Kawa ziarnista Bazzara Jamaica Blue Mountain,299.0,201.7623,248.17,0.25
Kawa ziarnista Paloma Kolumbia Golden Huila,40.0,21.7923,26.8,0.25
Kawa ziarnista Paloma Kenia Matunda,189.0,102.9523,126.63,1.0
Kawa ziarnista Paloma Indonezja Symphalangus,146.0,79.5323,97.82,1.0
Kawa ziarnista Paloma Kenia Matunda,60.0,32.6823,40.2,0.25
Kawa ziarnista Paloma Brazylia San Rafael,38.0,20.7023,25.46,0.25
Kawa ziarnista Bracia Ziółkowscy Ciemny Wypał,36.0,20.4923,25.2,0.25
Kawa ziarnista Bracia Ziółkowscy Ciemny Wypał,133.0,75.6923,93.1,1.0
Kawa ziarnista COFFEE PLANT Smooth Sweet Espresso,49.0,27.8923,34.3,0.25
Kawa ziarnista COFFEE PLANT Acidity Is Not A Crime,49.0,27.8923,34.3,0.25
Kawa ziarnista KawePale Fifty Fifty,95.99,58.5323,71.99,1.0
Kawa ziarnista COFFEE PLANT Flower Touch,49.0,27.8923,34.3,0.25
Kawa ziarnista COFFEE PLANT Chocolate Bomb,42.0,23.9023,29.4,0.25
Kawa ziarnista MK Cafe Premium,59.99,43.8923,53.99,1.0
Kawa ziarnista MK Cafe Crema,59.99,40.6423,49.99,1.0
Zestaw kaw ziarnistych Wysocki Coffee More & Less Robusta Kick 2x,84.0,51.2223,63.0,0.25
Kawa ziarnista Wysocki Coffee After Hours Decaf,45.0,27.4423,33.75,0.25
Kawa ziarnista Wysocki Coffee Midday Chill,47.99,29.2623,35.99,0.25
Kawa ziarnista Wysocki Coffee Less Robusta Kick,39.99,24.3823,29.99,0.25
Kawa ziarnista HAYB Sie Przelewa Tropik,179.0,104.7823,128.88,1.0
KOLEKCJA Ceramiczny Drip Hario V60-02 + HAYB Konesso Filter Blend,114.83,67.4623,82.97,0.25
KOLEKCJA Chemex + Kawa ziarnista HAYB Konesso Filter Blend,199.48,160.1423,196.97,0.25
Kawa ziarnista KawePale Ethiopia Yirgacheffe FILTR,52.99,32.3123,39.74,0.25
Kawa ziarnista KawePale Need For Przelew,49.99,30.4823,37.49,0.25
Kawa ziarnista KawePale Guatemala Ademaya FILTR,49.99,30.4823,37.49,0.25
Kawa ziarnista KawePale Dark Director's Jungle,32.99,20.1123,24.74,0.25
Kawa ziarnista KawePale Dark Director's Jungle,115.99,70.7223,86.99,1.0
Kawa ziarnista KawePale Pretty Little Secret,30.99,18.8923,23.24,0.25
Kawa ziarnista KawePale Carpe Diem,34.99,21.3323,26.24,0.25
Kawa ziarnista KawePale Carpe Diem,127.99,78.0423,95.99,1.0
Kawa ziarnista KawePale Guatemala Huehuetenango,134.99,82.3123,101.24,1.0
Kawa ziarnista KawePale Fifty Fifty,26.99,16.4623,20.24,0.25
Kawa ziarnista KawePale India Monsooned Malabar,127.99,78.0423,95.99,1.0
Kawa ziarnista KawePale Guatemala Huehuetenango,36.99,22.5523,27.74,0.25
Kawa ziarnista KawePale India Monsooned Malabar  AA,37.99,23.1623,28.49,0.25
Kawa ziarnista KawePale Ethiopia Yirgacheffee,142.99,87.1923,107.24,1.0
Kawa ziarnista KawePale Brasil Colibri Santos,111.99,68.2823,83.99,1.0
Kawa ziarnista Kafar Brazylia Monte Carmelo,27.0,16.4623,20.25,0.25
Kawa ziarnista Kafar Brazylia Monte Carmelo,110.0,67.0723,82.5,1.0
Kawa ziarnista COFFEE PLANT Gwatemala Finca El Duranzo,129.0,73.4123,90.3,1.0
Java Cascara Panama Finca Hartmann,46.0,31.0423,38.18,0.2
Kawa ziarnista KawePale Ethiopia Yirgacheffee,40.99,24.9923,30.74,0.25
Kawa ziarnista KawePale Brasil Colibri Santos,30.99,18.8923,23.24,0.25
Kawa ziarnista KawePale Brasil Cerrado Mineiro Tucan,34.5,21.0423,25.88,0.25
Kawa ziarnista KawePale Brasil Cerrado Mineiro Tucan,127.99,78.0423,95.99,1.0
Kawa ziarnista Story Coffee Italiana 80' ESPRESSO,29.0,17.6823,21.75,0.25
Kawa ziarnista Story Coffee Italiana 80' ESPRESSO,99.0,60.3723,74.25,1.0
Kawa mielona Bazzara Espresso Nicaragua Matagalpa Moka,42.99,29.0123,35.68,0.25
Kawa mielona Bazzara Espresso Costarica Tarrazu SHB Moka,46.99,31.7123,39.0,0.25
Kawa ziarnista Bazzara Espresso Deca Brasil Santos,45.99,31.0323,38.17,0.25
COFFEE PLANT CASCARA Hacienda Sonora,39.0,22.2023,27.3,0.18
Kawa ziarnista Coffee Plant Kolumbia Finca Los Robles,35.0,19.9223,24.5,0.25
Kawa ziarnista Coffee Plant Kolumbia Finca Los Robles,125.0,71.1423,87.5,1.0
Kawa ziarnista Story Coffee Roasters Autumn Coffee  El Salvador Los Pirineos,63.0,38.4123,47.25,0.25
Kawa ziarnista Roastains Peru Obsessive Llama ESPRESSO,55.0,31.3023,38.5,0.25
Kawa ziarnista Roastains Kenia Red Fizz FILTR,89.99,51.2123,62.99,0.25
Kawa ziarnista Roastains Brazylia Sweet Espresso,45.0,25.6123,31.5,0.25
Kawa ziarnista Roastains Honduras Hazel Strike ESPRESSO,163.0,92.7623,114.1,1.0
Kawa ziarnista Roastains Honduras Hazel Strike ESPRESSO,52.0,29.5923,36.4,0.25
Kawa ziarnista Roastains Gwatemala Escogido ESPRESSO,44.0,25.0423,30.8,0.25
Kawa ziarnista Roastains Gwatemala Escogido ESPRESSO,158.0,89.9223,110.6,1.0
Kawa ziarnista Roastains Brazylia Sweet Espresso,148.0,84.2323,103.6,1.0
Kawa ziarnista RWANDA MUHABURA FUNKY ANAEROBIC ESPRESSO,85.0,48.3723,59.5,0.4
Kawa ziarnista RWANDA MUHABURA FUNKY ANAEROBIC FILTER,55.0,31.3023,38.5,0.2
Kapsułki Nescafé Dolce Gusto Doppio Espresso 3x16 sztuk,79.98,52.4123,64.47,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Vanilla Macchiato 12 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Caffe Latte 12 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Doppio Espresso 16 sztuk,29.99,18.6923,22.99,
Kawa ziarnista Lavazza Tierra for Planet,124.99,86.3723,106.24,1.0
Kawa mielona Lavazza Tierra for Planet,23.49,16.2423,19.97,0.18
Kawa ziarnista Java Brazylia Cerrado ESPRESSO,36.0,24.2923,29.88,0.25
Kawa ziarnista Java Gwatemala Santa Rosa ESPRESSO,42.0,28.3423,34.86,0.25
Kawa ziarnista MK Cafe Fresh Brazil Mogiana,69.99,52.8423,64.99,1.0
Kawa ziarnista MK Cafe Fresh India Plantation,69.99,50.0723,61.59,1.0
Kawa ziarnista MK Cafe Fresh Brazil Santos,67.99,48.7723,59.99,1.0
ZESTAW Kawa ziarnista La Brasiliana Marfisa  + Etno Cafe Italian Roast,167.39,126.1123,155.11,1.0
Kawa ziarnista RWANDA MUHABURA NATURAL ESPRESSO,65.0,36.9923,45.5,0.4
Kawa ziarnista RWANDA MUHABURA TABOO ESPRESSO,55.0,31.3023,38.5,0.4
Kawa ziarnista RWANDA MUHABURA ROYAL ROBUSTA OMNIROAST,50.0,28.4623,35.0,0.4
Kawa ziarnista RWANDA MUHABURA HONEY FILTER,55.0,31.3023,38.5,0.25
Kawa ziarnista RWANDA MUHABURA NATURAL FILTER,55.0,31.3023,38.5,0.25
Kawa ziarnista Java Honduras Marcala ESPRESSO,39.0,26.3223,32.37,0.25
Kawa ziarnista Java Papua-Nowa Gwinea Korofeigu ESPRESSO,43.0,29.0223,35.69,0.25
Kawa ziarnista Java Gwatemala Todosantarita ESPRESSO,43.0,29.0223,35.69,0.25
Kawa ziarnista Kafar Klasyczny Blend 70/30,111.0,67.6823,83.25,1.0
Kawa ziarnista Momento Explorer,49.0,27.8923,34.3,0.25
Kawa ziarnista Momento Climber,39.0,22.2023,27.3,0.25
Kawa ziarnista Momento Dreamer,136.0,77.4023,95.2,1.0
Kawa ziarnista Momento Dreamer,42.0,23.9023,29.4,0.25
Kawa ziarnista Momento Explorer,149.0,84.8023,104.3,1.0
Kawa ziarnista Momento Cup of Joe,119.0,67.7223,83.3,1.0
Kawa ziarnista Momento Cup of Joe,36.0,20.4923,25.2,0.25
Kawa ziarnista RWANDA MUHABURA WASHED FILTER,55.0,31.3023,38.5,0.25
Kawa ziarnista Momento Climber,129.0,73.4123,90.3,1.0
Kawa ziarnista Momento Kicker,109.0,62.0323,76.3,1.0
Kawa ziarnista Momento Kicker,32.0,18.2123,22.4,0.25
Kawa mielona Bazzara ESPRESSO DECA BRASIL SANTOS Moka,47.99,32.3823,39.83,0.25
Kawa mielona Bazzara ESPRESSO BRAZIL YELLOW BOURBON Moka,46.99,31.7123,39.0,0.25
Kawa ziarnista Bazzara ESPRESSO BRAZIL YELLOW BOURBON,46.99,31.7123,39.0,0.25
Kawa mielona Bazzara ESPRESSO INDIA MONSOONED MALABAR Moka,41.99,28.3323,34.85,0.25
Kawa ziarnista Bazzara ESPRESSO INDIA MONSOONED MALABAR,41.99,28.3323,34.85,0.25
Kawa mielona Bazzara ESPRESSO PAPUA NEW GUINEA Moka,48.99,33.0623,40.66,0.25
Kawa ziarnista Bazzara ESPRESSO PAPUA NEW GUINEA,48.99,33.0623,40.66,0.25
Kawa mielona Bazzara ESPRESSO SANTO DOMINGO WASHED AA Moka,48.99,33.0623,40.66,0.25
Kawa ziarnista Bazzara ESPRESSO SANTO DOMINGO WASHED AA,48.99,33.0623,40.66,0.25
Kawa mielona Bazzara ESPRESSO SALVADOR PACAMARA Moka,41.99,28.3323,34.85,0.25
Kawa ziarnista Bazzara ESPRESSO SALVADOR PACAMARA,41.99,28.3323,34.85,0.25
Kawa ziarnista Bazzara ESPRESSO NICARAGUA MATAGALPA,46.99,31.7123,39.0,0.25
Kawa mielona Bazzara ESPRESSO ETHIOPIA WASHED SIDAMO Moka,44.99,30.3623,37.34,0.25
Kawa ziarnista RWANDA MUHABURA HONEY ESPRESSO,65.0,36.9923,45.5,0.4
Kawa ziarnista Bracia Ziółkowscy Kivu Szybki Przelew,148.0,84.2323,103.6,1.0
Kawa ziarnista Bracia Ziółkowscy Kivu Szybki Przelew,39.0,22.2023,27.3,0.25
Kawa ziarnista COFFEE PLANT Brazylia Lua Roxa,125.0,71.1423,87.5,1.0
Kawa ziarnista COFFEE PLANT Brazylia Lua Roxa,35.0,19.9223,24.5,0.25
Kawa ziarnista Trismoka Caffe Crema,26.99,17.5523,21.59,0.25
Kawa mielona Trismoka Caffe Italia,29.99,19.5023,23.99,0.25
Kawa ziarnista Trismoka Caffe Italia,28.99,18.8523,23.19,0.25
Kawa mielona Trismoka Caffe Brasil,31.99,20.8023,25.59,0.25
Kawa ziarnista Trismoka Caffe Brasil,30.99,20.1523,24.79,0.25
Kawa mielona Trismoka Caffe Degustazione,33.99,22.1123,27.19,0.25
Kawa ziarnista Trismoka Caffe Degustazione,32.99,21.4623,26.39,0.25
Kawa mielona Trismoka Caffe Gourmet 100,38.99,25.3623,31.19,0.25
Kawa ziarnista Trismoka Caffe Gourmet 100,35.99,23.4123,28.79,0.25
Kawa ziarnista Juan Valdez Single Origin Cauca,84.99,56.6623,69.69,0.454
Kawa ziarnista Bazzara ESPRESSO ETHIOPIA WASHED SIDAMO,44.99,30.3623,37.34,0.25
Kawa mielona Bazzara ESPRESSO COLOMBIA SUPREMO Moka,42.99,29.0123,35.68,0.25
Kawa ziarnista Bazzara ESPRESSO COLOMBIA SUPREMO,42.99,29.0123,35.68,0.25
Kawa ziarnista Bazzara ESPRESSO COSTARICA TARRAZU SHB,47.99,32.3823,39.83,0.25
Kawa mielona Bazzara ESPRESSO GUATEMALA WASHED SHB Moka,42.99,29.0123,35.68,0.25
Kawa ziarnista Bazzara ESPRESSO GUATEMALA WASHED SHB,42.99,29.0123,35.68,0.25
Kawa ziarnista COFFEE PLANT Brazylia Mogiana,29.0,16.5023,20.3,0.25
Kawa ziarnista COFFEE PLANT Honduras Marcala,125.0,71.1423,87.5,1.0
Kawa ziarnista COFFEE PLANT Honduras Marcala,35.0,19.9223,24.5,0.25
Kawa ziarnista COFFEE PLANT Brazylia Mogiana,99.0,56.3423,69.3,1.0
Kawa ziarnista Story Wild Coffee Brazylia Sitio Sao Lucas,125.0,76.2223,93.75,1.0
Kapsułki Tchibo Cafissimo Espresso Double Choc 10 szt.,16.99,11.4623,14.1,
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend  + Kawa ziarnista Costa Coffee Signature Blend Dark Roast,96.98,49.6723,61.09,0.5
ZESTAW kaw ziarnistych Costa Coffee  4x,190.91,104.8523,128.97,0.5
Kawa ziarnista HAYB DARK Guatemala Huehuetenango,135.0,79.0223,97.2,1.0
Kawa ziarnista Story Wild Coffee Brazylia Sitio Sao Lucas,39.0,23.7823,29.25,0.25
Kapsułki Tchibo Cafissimo Coffee Intense Aroma 10 sztuk,16.99,11.4623,14.1,
Kapsułki Tchibo Cafissimo Coffee Mild 96 sztuk,109.0,73.5523,90.47,
Kapsułki Tchibo Cafissimo Espresso Intense 96 sztuk,119.0,80.3023,98.77,
Kapsułki Tchibo Cafissimo Caffè Crema Rich Aroma 96 sztuk,109.99,74.2223,91.29,
Kapsułki Tchibo Cafissimo Espresso Barista Brasil 96 sztuk,124.99,84.3423,103.74,
Kapsułki Tchibo Cafissimo Caffè Crema Colombia Andino 96 sztuk,119.0,80.3023,98.77,
Kapsułki Tchibo Cafissimo Espresso Caramel 10 sztuk,16.99,11.4623,14.1,
Kapsułki Tchibo Cafissimo Espresso Brasil 10 sztuk,16.99,11.4623,14.1,
Kapsułki Nescafé Dolce Gusto Latte Macchiato 16 sztuk,29.99,18.6923,22.99,
Kapsułki Nescafé Dolce Gusto Nesquik 3x16 sztuk,79.98,52.4123,64.47,
Kapsułki Nescafé Dolce Gusto Cappuccino 3x30 sztuk,144.99,102.4123,125.97,
Kapsułki Nescafé Dolce Gusto Espresso Intenso 3x16 sztuk,79.98,52.4123,64.47,
Kapsułki Nescafé Dolce Gusto Lungo 3x16 sztuk,79.98,52.4123,64.47,
Kapsułki Nescafé Dolce Gusto Lungo 3x30 sztuk,144.99,102.4123,125.97,
Kapsułki Nescafé Dolce Gusto Grande 3x16 sztuk,79.98,52.4123,64.47,
Kapsułki Nescafé Dolce Gusto Grande 3x30 sztuk,144.99,102.4123,125.97,
Kapsułki Nescafé Dolce Gusto Grande Intenso 3x16 sztuk,79.98,52.4123,64.47,
Kapsułki Nescafé Dolce Gusto Americano 3x16 sztuk,79.98,52.4123,64.47,
Kapsułki Nescafé Dolce Gusto Chococino 3x16 sztuk,79.98,52.4123,64.47,
Kapsułki Nescafé Dolce Gusto Nesquik 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafe Dolce Gusto Latte Macchiato 3x30 sztuk,144.99,102.4123,125.97,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Espresso Roast 12 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Americano House Blend 12 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Caramel Macchiato 12 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto STARBUCKS® Latte Macchiato 12 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Chococino 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Cappuccino 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Flat White 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Ristretto Barista 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Espresso Intenso 16 sztuk,29.99,19.5023,23.99,
Kawa ziarnista Roastains Burundi Hero Shrew,61.0,34.7223,42.7,0.25
Roastains Cascara Panama Geisha,51.0,29.0223,35.7,0.25
Kawa ziarnista Roastains Salwador Mango Sangria,74.0,42.1123,51.8,0.25
Kapsułki Nescafé Dolce Gusto Espresso 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Americano 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Grande Intenso 16 sztuk,29.99,19.5023,23.99,
Kawa ziarnista YoCo Coffee Colombia Popayan Reserve,48.0,29.2723,36.0,0.25
Kawa ziarnista YoCo Coffee Colombia Pink Bourbon,95.0,57.9323,71.25,0.25
Kawa ziarnista YoCo Coffee Colombia Natural Caturron,71.0,43.2923,53.25,0.25
Kawa ziarnista YoCo Coffee Colombia Castillo Natural,108.0,65.8523,81.0,0.25
Kawa ziarnista YoCo Coffee Colombia Papayo,108.0,65.8523,81.0,0.25
Cold Brew Ingagi Coffee Gwatemala 250 ml,13.0,7.4023,9.1,
Kawa ziarnista Ingagi Coffee Kostaryka Bajo Canet Mozart,46.69,26.5723,32.68,0.1
Kawa ziarnista Ingagi Coffee Kostaryka Hummingbird,43.49,24.7523,30.44,0.25
Kawa ziarnista Ingagi Geisha Panama Carmen Estate,122.99,69.9923,86.09,0.1
Kawa ziarnista Ingagi Coffee Meksyk Muxbal Estate,44.99,25.6023,31.49,0.25
Kawa ziarnista Coffee Grange Colombia El Obraje Geisha Natural,78.0,41.2223,50.7,0.15
Kawa ziarnista Salvatti Kawa Tysiąca Wzgórz,29.9,18.2423,22.43,0.25
Kawa ziarnista Salvatti Floresta Buena,29.9,18.2423,22.43,0.25
Kawa ziarnista Salvatti Amasimbi Jasno Palona,52.0,38.0523,46.8,0.25
Kawa ziarnista Salvatti Amasimbi,52.0,31.7123,39.0,0.25
Kapsułki Nescafé Dolce Gusto Grande 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Lungo 16 sztuk,29.99,19.5023,23.99,
Kapsułki Nescafé Dolce Gusto Cappuccino 30 sztuk,49.99,34.5423,42.49,
Kapsułki Nescafé Dolce Gusto Café au Lait 30 sztuk,49.99,34.5423,42.49,
Kapsułki Nescafé Dolce Gusto Cortado Espresso Macchiato 30 sztuk,49.99,34.5423,42.49,
Kapsułki Nescafé Dolce Gusto Grande 30 sztuk,49.99,34.5423,42.49,
Kapsułki Nescafé Dolce Gusto Lungo 30 sztuk,49.99,34.5423,42.49,
Kapsułki Nescafé Dolce Gusto Latte Macchiato 30 sztuk,49.99,34.5423,42.49,
Kawa mielona Bazzara GUSTOITALIANO Moka,26.99,18.2123,22.4,0.25
Kawa mielona Bazzara GRANCAPPUCCINO Moka,37.99,25.6323,31.53,0.25
Kawa mielona Bazzara AROMAMORE Moka,33.99,22.9323,28.21,0.25
Kawa mielona Bazzara PIACEREPURO Moka,41.99,28.3323,34.85,0.25
Kawa ziarnista Bazzara GUSTOITALIANO,25.99,17.5423,21.57,0.25
Kawa ziarnista Bazzara GRANCAPPUCCINO,36.99,24.9623,30.7,0.25
Kawa ziarnista Bazzara DOLCEVIVACE,29.99,20.2423,24.89,0.25
Kawa ziarnista Bazzara PIACEREPURO,39.99,26.9823,33.19,0.25
Kawa ziarnista Bazzara AROMAMORE,32.99,22.2623,27.38,0.25
Kawa ziarnista HAYB DARK Brazil Cerrado Patrocinio,31.0,18.1523,22.32,0.25
Kawa ziarnista HAYB DARK Yellow Espresso Blend,34.0,19.9023,24.48,0.25
Kawa ziarnista HAYB DARK Yellow Espresso Blend,119.0,69.6623,85.68,1.0
Kawa ziarnista HAYB DARK Brazil Cerrado Patrocinio,109.0,63.8023,78.48,1.0
Kawa ziarnista Coffeelab Brazil Cemorrado Chocolate Edition,115.0,79.4723,97.75,1.0
Kawa ziarnista Coffeelab Brazil Cemorrado Chocolate Edition,31.0,21.4223,26.35,0.25
Kawa w kapsułkach Costa Coffee The Decaf Blend kompatybilne z ekspresami Nespresso®* - 10 szt.,21.49,14.6323,17.99,
Kawa ziarnista Bristot 100% Arabica,37.99,24.7123,30.39,0.5
Kawa ziarnista Bristot Crema Oro,37.99,24.7123,30.39,0.5
Kawa mielona Bristot Espresso,13.99,9.1023,11.19,0.25
ZESTAW - Kawa ziarnista Costa Coffee Bright Blend  + kawa ziarnista Costa Coffee Signature Blend,45.57,26.8023,32.96,0.2
ZESTAW kaw mielonych Costa Coffee  4x,91.14,53.5923,65.92,0.2
Zestaw kaw Mott Coffee - Yellow Honey + Natural 2x,74.99,48.7723,59.99,0.25
Zestaw kaw Mott Coffee - Red Honey + Natural 2x,74.99,48.7723,59.99,0.25
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend Dark Roast 3x,143.97,70.2223,86.37,0.5
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend Dark Roast 2x,96.98,47.3023,58.18,0.5
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend 3x,143.97,77.2423,95.01,0.5
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend Dark Roast 3x,176.37,131.4423,161.67,1.0
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend 3x,176.37,131.4423,161.67,1.0
ZESTAW - Kawa ziarnista Costa Coffee Bright Blend 2x,108.62,55.1923,67.88,0.5
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend Dark Roast 2x,117.58,87.6323,107.78,1.0
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend 2x,96.98,52.0323,64.0,0.5
ZESTAW - Kawa ziarnista Costa Coffee Bright Blend 3x,164.61,83.6323,102.87,0.5
ZESTAW - Kawa ziarnista Costa Coffee Signature Blend 2x,117.58,87.6323,107.78,1.0
Kawa ziarnista Coffeelab Estate Blend,28.49,19.6923,24.22,0.25
Kawa ziarnista Coffeelab House Blend,25.49,17.6223,21.67,0.25
Kawa ziarnista Coffeelab Continental Blend,25.49,17.6223,21.67,0.25
Kawa ziarnista Coffeelab Forza,24.49,16.9323,20.82,0.25
Kawa ziarnista Coffeelab Forza Blend,91.99,63.5723,78.19,1.0
Kawa ziarnista Coffeelab Continental Blend,97.99,67.7223,83.29,1.0
Kawa ziarnista Coffeelab House Blend,97.99,67.7223,83.29,1.0
Kawa ziarnista Coffeelab Estate Blend,109.99,76.0123,93.49,1.0
Kawa ziarnista Coffeelab Columbia Medellin,31.0,21.4223,26.35,0.25
Kawa ziarnista Coffeelab Columbia Medellin,115.0,79.4723,97.75,1.0
Kawa ziarnista Coffeelab Guatemala Huehuetenango,115.0,79.4723,97.75,1.0
Kawa ziarnista Coffeelab Guatemala Huehuetenango,31.0,21.4223,26.35,0.25
Kawa ziarnista Italcaffe Espresso Italiano Excelso Bar,29.99,19.5023,23.99,0.25
Kawa ziarnista Italcaffe Espresso Italiano Gran Gusto,18.99,12.3523,15.19,0.25
Kawa ziarnista Italcaffe Espresso Italiano Gusto e Aroma 250,22.99,14.9523,18.39,
Kawa ziarnista Italcaffe Espresso Italiano Prestige Bar,25.99,16.9023,20.79,0.25
Kawa mielona Costa Coffee Crema Blend 2x,77.58,44.1523,54.3,0.5
Kawa mielona SMK Mieszanka Delikatna,35.0,21.3423,26.25,0.25
Kawa ziarnista Trismoka Caffe Kilimanjaro,52.99,34.4623,42.39,0.25
Kawa ziarnista Trismoka Caffe Colombia,52.99,34.4623,42.39,0.25
Kawa mielona HAYB SIE ZALEWA,29.0,16.9823,20.88,0.25
Kawa ziarnista HAYB Peru Cajamarca,135.0,79.0223,97.2,1.0
Kawa ziarnista HAYB Peru Cajamarca,38.0,22.2423,27.36,0.25
Kawa ziarnista MRC. Brazylia,110.0,67.0723,82.5,1.0
Kawa ziarnista MRC. Espresso Blend,120.0,73.1723,90.0,1.0
Kawa ziarnista MRC. Cappuccino Blend,33.0,20.1223,24.75,0.25
Kawa ziarnista MRC. Brazylia,30.0,18.2923,22.5,0.25
Kawa ziarnista MRC. Nikaragua,120.0,73.1723,90.0,1.0
Kawa ziarnista MRC. Gwatemala,135.0,82.3223,101.25,1.0
Kawa ziarnista MRC. Nikaragua,33.0,20.1223,24.75,0.25
Kawa ziarnista MRC. Gwatemala,37.0,22.5623,27.75,0.25
Kawa ziarnista MRC. Espresso Blend,33.0,20.1223,24.75,0.25
Kawa ziarnista illy Arabica Selection Nicaragua,34.99,24.3823,29.99,0.25
Kawa ziarnista illy Arabica Selection Costa Rica,34.99,24.3823,29.99,0.25
RWANDA MUHABURA CASCARA  - suszone owoce kawowca,48.0,27.3223,33.6,0.25
ZESTAW - Kawa ziarnista HAYB Konesso Filter Blend  + kawa ziarnista HAYB Konesso Espresso Blend,56.98,42.2423,51.96,0.25
ZESTAW - Kawiarka Bialetti New Venus 6TZ + kaw Bialetti Classico  + kawa Bialetti Nocciola,219.99,146.3323,179.99,0.25
Kawa ziarnista COFFEE PLANT Kenia Kiri,65.0,36.9923,45.5,0.25
Kawa ziarnista COFFEE PLANT Kolumbia Piendamo,49.0,27.8923,34.3,0.25
Kawa ziarnista Ingagi Coffee Cuba Guama Special Omniroast,41.99,23.8923,29.39,0.25
Kawa ziarnista Ingagi Coffee Colombia Geisha Finca La Reserva FILTR,57.99,33.0023,40.59,0.1
Kawa ziarnista Ingagi Coffee Colombia Monteblanco Citric FILTR,46.99,26.7423,32.89,0.1
Kawa ziarnista Ingagi Coffee Colombia Monteblanco Nectar Tropical FILTR,46.99,26.7423,32.89,0.1
Kawa ziarnista Ingagi Coffee Colombia Buenos Aires Bourbon Sidra FILTR,46.99,26.7423,32.89,0.1
Kawa ziarnista Ingagi Coffee Panama Carmen Estate FILTR,34.99,19.9123,24.49,0.1
Kawa ziarnista Ingagi Coffee India Plantation A Kalledevarapura Estate Natural FILTR,57.99,33.0023,40.59,0.25
Kawa ziarnista Ingagi Coffee Brazil Sitio Taruma FILTR,59.99,34.1423,41.99,0.25
Kawa ziarnista Mott Coffee Coto Brus Natural,38.99,25.3623,31.19,0.25
Kawa mielona Costa Coffee Colombian Roast,24.99,17.0723,20.99,0.2
Kawa mielona Costa Coffee Signature Blend Dark Roast,21.99,13.0023,15.99,0.2
Kawa mielona Costa Coffee Signature Blend,21.99,13.0023,15.99,0.2
Kawa mielona Costa Coffee Bright Blend,24.99,12.1923,14.99,0.2
Kawa ziarnista Costa Coffee Signature Blend,21.99,13.0023,15.99,0.2
Kawa ziarnista Costa Coffee Bright Blend,24.99,14.6323,17.99,0.2
Kawa ziarnista Costa Coffee Signature Blend Dark Roast,49.99,24.3823,29.99,0.5
Kawa ziarnista Costa Coffee Signature Blend,49.99,26.8223,32.99,0.5
Kawa ziarnista Costa Coffee Bright Latin Blend,55.99,28.4523,34.99,0.5
Kawa ziarnista Costa Coffee Signature Blend Dark Roast,94.99,44.7123,54.99,1.0
Kawa ziarnista Kimbo Delonghi Espresso Prestige,99.99,60.9723,74.99,1.0
Kawa ziarnista Kimbo Delonghi 100% Arabica,94.99,48.7723,59.99,1.0
Kawa ziarnista Hard Beans Toucan Blend 2.0,109.0,75.3323,92.65,1.0
Kawa mielona Gima Zaffiro Decaffeinato,35.99,20.4823,25.19,0.25
Kawa ziarnista Gima Zaffiro Decaffeinato,34.99,19.9123,24.49,0.25
